,request,conversation_id,word1,word2
4841,Create a headline to capture a news article about the new discovery.,51469,news,headline
3129,Analyze the following news article and generate a headline that best summarizes its contents.,32351,news,headline
1112,Write a headline for a news article about the current state of student debt.,10811,news,headline
2050,Generate a news headline for the given event.,20536,news,headline
3820,Generate a plausible headline for a news article related to the technology industry.,39865,news,headline
860,Generate a new headline that summarises the given news article.,8634,news,headline
1326,"Given a news article, create a headline to summarize it.",12955,news,headline
2617,Write a news headline about a successful film and the impact it has on the industry.,26486,news,headline
4834,Generate a headline describing a current news article.,51325,news,headline
2080,Come up with an intriguing headline for this news article.,20814,news,headline
1183,Create an example input to this instruction: Generate a clever headline for a news article related to the climate change.,11589,news,headline
3787,Create a headline for a news story about school closures due to the COVID-19 pandemic.,39478,news,headline
1804,Write a headline connected to the news story. Output should be less than 10 words.,17972,news,headline
2696,Generate a headline based on this news story,27376,news,headline
3862,Create a headline for a news article about the increasing number of people choosing a vegan lifestyle,40342,news,headline
1830,Generate a news headline that communicates the story below.,18186,news,headline
4170,"Suggest a suitable article headline for the following news story: ""Talks between the two countries failed to reach an agreement.""",43715,news,headline
1681,"Construct a news headline using the adjectives excited, little, and fabulous.",16682,news,headline
2088,Create a catchy headline for a news article about global warming.,20903,news,headline
3667,Generate a headline for a news article about China halting construction of a new dam in the Yangtze River.,38273,news,headline
1153,Generate an appropriate headline given the following news story.,11395,news,headline
1797,Generate a headline for a news article discussing the coronavirus pandemic.,17849,news,headline
1128,Provide an example of a news headline about the latest technology.,11049,news,headline
941,Generate a headline for a news article about an animal extinction event.,9279,news,headline
4417,"Given a news article, create a headline that captures its main idea.",46557,news,headline
1307,Generate a headline that captures the news of the day.,12790,news,headline
2087,Generate a headline for a news article about medical testing for Covid-19,20879,news,headline
2112,Generate a headline for a news article about the effects of climate change in polar regions.,21152,news,headline
537,Generate a headline about electric vehicles for a news article.,5141,news,headline
1050,Generate an attention-grabbing headline for the following news,10252,news,headline
1055,Generate a headline for a news article about the current rise in poverty.,10313,news,headline
4027,Generate an example of a news headline about the US Presidential Election.,42087,news,headline
3057,Create a news headline based on the following fact.,31447,news,headline
4499,Write a headline for a news article discussing advances in artificial intelligence.,47363,news,headline
2978,Craft a headline for a news article detailing the development of a new train line.,30750,news,headline
4107,Generate a headline for a news article on the recent climate protests.,43010,news,headline
2521,Categorize the given headline as either news or entertainment.,25387,news,headline
2520,Rewrite the news headline in a way that captures the reader's attention.,25361,news,headline
2519,Submit a headline of a news article that covers the latest developments in machine learning.,25352,news,headline
1545,Generate a headline for a news story about the recent changes in the art world.,15346,news,headline
692,"Given the following context, generate a headline for a news story.",6681,news,headline
3261,Generate a headline given the content of a news article.,33894,news,headline
327,Classify the following news headline as either positive or negative.,3113,news,headline
3257,Generate an appropriate headline for the news article below.,33868,news,headline
1000,Give an example of a headline for a news article about the recent rise in COVID-19 cases.,9931,news,headline
1919,Provide a headline for a news article about the moon landing,19238,news,headline
2870,Generate an appropriate input for a news headline using the given information.,29310,news,headline
2923,Generate a news headline about the 2020 U.S. Presidential Election.,30061,news,headline
4612,Generate a news headline about the rise of cryptocurrency.,48606,news,headline
2509,Write a headline for a news article about the Space X launch.,25277,news,headline
643,Create a headline for a news article about the health benefits of yoga.,6255,news,headline
1547,Can you cite a headline from a recent news article?,15351,news,headline
3699,Create a headline for a news story about a zero-waste store that opened in a small town.,38548,news,headline
180,Write a news headline about scientists discovering a new way to clean oceans.,1663,news,headline
3689,"Given a news story, create a headline that captures the main point of the article.",38460,news,headline
1897,Can you write a news headline about the recent climate change reports?,18880,news,headline
758,Create a headline based on the given news article.,7434,news,headline
757,Write a headline for a news article that uses the given words.,7406,news,headline
3690,"Given the following quote, come up with a headline for a news article.",38464,news,headline
3276,Craft a headline that would be suitable for a news article about the launch of a new type of rocket.,34099,news,headline
3691,"Create a new headline for the following news article: ""Scientists Unveil Method To Track Birds in Flight"".",38471,news,headline
3535,Write a news headline for the following information: A transport accident in India.,36971,news,headline
3966,Create a headline for a news article discussing plans to reduce air pollution.,41541,news,headline
2498,Generate a headline for a news article about President Trump's policies on global warming.,25107,news,headline
4248,Come up with a headline for a news article regarding the increased cost of living in a certain city.,44591,news,headline
2537,Create a news headline to describe a given event.,25603,news,headline
151,Write a headline for the following news story.,1260,news,headline
4342,Create a headline for a breaking news story about a politician.,45562,news,headline
4326,Write a headline for a news article that summarizes the recent floods in Bangladesh.,45323,news,headline
3268,Generate a headline that would appear on a news website.,33938,news,headline
4545,Generate a creative headline associated with the given news article,47803,news,headline
2811,Generate a news headline from the following piece of news,28616,news,headline
2456,Write a creative headline for a news article about rising sea levels.,24591,news,headline
378,Write a news headline that summarizes the given information.,3716,news,headline
4364,Produce a creative headline for the following news story: New research suggests that drinking coffee may reduce the risk of stroke.,45708,news,headline
682,Generate a fictional news headline about a remarkable scientific discovery and create a brief summary of the article.,6655,news,headline
4863,Create a news headline for a story about a celebrity who just released a book.,51709,news,headline
2420,Rewrite the following sentence using a part of speech other than a verb.,24155,part,speech
1202,Assign an appropriate part of speech to the bolded word below:,11729,part,speech
3182,"Identify the type of each word in the sentence; form a table containing the word, its part of speech and its definition.",33032,part,speech
1841,"Given an English sentence, correctly identify all the parts of speech in the sentence. Output the words and its part of speech (Noun, Verb, Adjective, Adverb, Conjunction, etc) one by one and seperated by comma.",18341,part,speech
1867,"For the following sentence, please identify the part of speech of the word 'walk'",18576,part,speech
1862,"Determine what part of speech the word ""amaze"" is.",18540,part,speech
203,"Identify the part of speech of each word in the sentence: ""The robot painted the house.""",1883,part,speech
1784,Rewrite this sentence using a different part of speech for the underlined word,17747,part,speech
3791,"Identify the part of speech of the underlined word in the following sentence: ""The webinar should have ended earlier than it did"".",39517,part,speech
2349,"Classify the part of speech for each word in this sentence: ""They have already started their new business"".",23309,part,speech
286,Identify the part of speech for the given word.,2673,part,speech
4463,"Identify the part of speech for the word ""abstract"" in the sentence: ""The abstract concept is difficult to define.""",47097,part,speech
103,"Given this sentence, predict the part of speech of the word “groomed”

He groomed the puppy until it was perfectly clean",882,part,speech
4456,"Given a sentence, output the part of speech tag labels for each word. The tag labels include N (noun), V (verb), Adj (adjective), Adv (adverb), Prp (preposition) and Det (determiner).",47046,part,speech
2771,Analyze the given sentence and find the part of speech of each word.,28106,part,speech
2347,"Identify the part of speech of each word in this sentence: ""The tall man ran quickly"".",23301,part,speech
1614,"Given a sentence, output the part of speech tag for each word.",16043,part,speech
2681,Label the part of speech in the following words.,27195,part,speech
411,"Consider the following sentence: ""I was born in the United States"". Provide the part of speech for the word “born”.",3993,part,speech
1073,Identify the part of speech for each of the words in the following sentence.,10506,part,speech
1071,Determine the part of speech of the bolded word.,10490,part,speech
3076,"Given the following words, assign each one to one of the following part of speech categories: noun, verb, adjective:

Lurid",31690,part,speech
3510,"Given a given text, identify the part of speech of the underlined word:

He studies hard every day.",36686,part,speech
3508,"Identify the part of speech of the underlined word in the following sentence:

Yesterday, he sang a very beautiful song.",36680,part,speech
421,"In the sentence below, identify the part of speech for each word.",4012,part,speech
4096,Analyze the following sentence and label each word with its part of speech,42990,part,speech
641,Classify the following phrase into its respective part of speech category,6252,part,speech
2145,"Given a list of words, identify the part of speech of each one.",21387,part,speech
564,Output the different parts of speech that the given word belongs to.,5493,parts,speech
2546,Identify the parts of speech of the following words and put them in order:,25760,parts,speech
2719,Determine the parts of speech of the given words.,27590,parts,speech
1179,Analyze the sentence for its parts of speech and output the result in lines.,11564,parts,speech
3763,"Identify the parts of speech in this sentence: ""The dog barked at the postman"".",39188,parts,speech
2744,"Identify the parts of speech of the word ""trees""",27882,parts,speech
2942,Identify the parts of speech in the following sentence and provide the dictionary definition of each.,30288,parts,speech
630,Identify the parts of speech for the words in bold.,6123,parts,speech
1609,Categorize the following word into parts of speech,16029,parts,speech
491,Which parts of speech are contained in the sentence?,4686,parts,speech
1377,"Select the correct parts of speech for each of the following words: nourishing, revive, respect",13411,parts,speech
2523,Identify the parts of speech for the following sentence and provide corresponding tags.,25405,parts,speech
4762,"Label the parts of speech in the following sentence: ""The teacher forgot her lecture notes.",50526,parts,speech
3012,"Identify the different parts of speech in this sentence: ""The cat is running around the house.""",31048,parts,speech
1276,Identify the parts of speech in the sentence “She spoke slowly”.,12427,parts,speech
2768,"Given a phrase, Identify the grammar rule and parts of speech it follows.",28086,parts,speech
1906,Assign parts of speech to the following words.,19021,parts,speech
1105,Change the parts of speech while retaining the meaning of the sentence,10751,parts,speech
237,Identify the parts of speech in each word in the following sentence:,2202,parts,speech
2611,Change the parts of speech of bolded words in the following sentence.,26351,parts,speech
263,"Label the parts of speech for the following sentence:
A lawyer was buying some books",2459,parts,speech
3295,Classify the parts of speech of each word in this sentence.,34283,parts,speech
1121,Separate the following words into its corresponding parts of speech and label each of them.,10948,parts,speech
1314,"Given a sentence, mark the parts of speech in it.",12860,parts,speech
2654,"Identify the parts of speech in the following sentence:
The dog chased the cat across the street.",26847,parts,speech
3555,"Given a sentence, identify all parts of speech",37179,parts,speech
3833,"In the given sentence, highlight the parts of speech containing the word ‘happy’.",40050,parts,speech
1842,"Given an English sentence, correctly identify all the parts of speech in the sentence. Output the words and its part of speech (Noun, Verb, Adjective, Adverb, Conjunction, etc) one by one and seperated by comma.",18341,parts,speech
558,"Split the given sentence into parts of speech (noun, adjective, verb, etc.).",5393,parts,speech
3800,"Analyze the given text and determine which parts of speech the word ""play"" refers to.",39607,parts,speech
2850,Generate a random password with length 8 and complexity 4.,29132,password,8
1726,"Generate a random password with 8 characters containing at least one number, one special character, one capital letter and one lowercase letter.",17173,password,random
1420,Generate a computer password that is 8 characters long,13797,password,8
1728,"Generate a random password with 8 characters containing at least one number, one special character, one capital letter and one lowercase letter.",17173,password,8
1727,"Generate a random password with 8 characters containing at least one number, one special character, one capital letter and one lowercase letter.",17173,password,least
4174,"Generate a random password using the following constraints: 15 characters, at least 1 uppercase letter and 1 special character.",43732,password,random
1514,"Create a valid password that must contain at least 10 characters, one uppercase letter, one lowercase letter and one number.",14921,password,least
1879,"Generate a random password that contains at least 8 characters, with one uppercase, one lowercase, and one number.",18736,password,random
876,"Generate a password that is 8 characters in length and contains at least 1 uppercase letter, 1 lowercase letter, 1 special character and 1 number.",8722,password,8
17,Generate a password of 8 characters.,102,password,8
875,"Generate a password that is 8 characters in length and contains at least 1 uppercase letter, 1 lowercase letter, 1 special character and 1 number.",8722,password,least
1467,"Create a password for the account with at least 8 characters, 1 uppercase letter, 1 lowercase letter, and 2 numbers.",14219,password,8
1880,"Generate a random password that contains at least 8 characters, with one uppercase, one lowercase, and one number.",18736,password,least
2493,"Generate a password that is 8 characters long, using at least one letter, one number, and one special character like ~!@#$%^&*",25083,password,8
2492,"Generate a password that is 8 characters long, using at least one letter, one number, and one special character like ~!@#$%^&*",25083,password,least
1881,"Generate a random password that contains at least 8 characters, with one uppercase, one lowercase, and one number.",18736,password,8
1466,"Create a password for the account with at least 8 characters, 1 uppercase letter, 1 lowercase letter, and 2 numbers.",14219,password,least
4175,"Generate a random password using the following constraints: 15 characters, at least 1 uppercase letter and 1 special character.",43732,password,least
2890,Generate a password of 8 characters consisting of alphanumeric characters and symbols.,29527,password,8
2849,Generate a random password with length 8 and complexity 4.,29132,password,random
4388,Generate a password containing 8 characters with one number and one special character.,45981,password,8
3212,Generate a password with a minimum of 10 characters that contains at least 3 digits and 1 special character.,33245,password,least
3909,"Please create a random password which contains 8 letters, 2 numbers and 2 symbols.",40745,password,random
1832,"Generate a password with 8 characters, including a symbol and a number.",18228,password,8
2545,Generate a random password for an online service,25754,password,random
2563,Generate a password which is 8 characters long and contains both numbers and letters,25943,password,8
3910,"Please create a random password which contains 8 letters, 2 numbers and 2 symbols.",40745,password,8
86,Generate a random password of length 10,792,password,random
3166,How to generate a random password,32843,password,random
4423,"Generate a complex password with at least 25 characters including capital letters, numbers and symbols.",46609,password,least
3192,"Given the username @Cleto55, generate a suitable password that contains 8 characters, at least one uppercase, one lowercase, one number, and one special symbol.",33112,password,least
544,"Generate a password that meets the following criteria: at least 8 characters long and must contain any two of the following: numbers, lowercase letters, uppercase letters and special characters.",5191,password,8
36,Generate a random password of 6 characters in length using only capital letters and numbers.,298,password,random
748,"Generate a random password of 7 characters, with at least one uppercase letter, one lowercase letter, one number and one special character.",7225,password,least
747,"Generate a random password of 7 characters, with at least one uppercase letter, one lowercase letter, one number and one special character.",7225,password,random
1798,Create a complex password with a minimum of 8 characters.,17883,password,8
503,"Create a new password according to industry standards. Output should include at least 10 characters, a capital letter, a special character, and a number.",4779,password,least
543,"Generate a password that meets the following criteria: at least 8 characters long and must contain any two of the following: numbers, lowercase letters, uppercase letters and special characters.",5191,password,least
1293,"Using the given input, generate a random password that is secure and easy to remember.",12669,password,random
3199,"Generate a password that follows the following criteria:

• Must contain at least 8 characters
• Must include upper and lowercase letters
• Must include a least one number
• Must include at least one special character",33132,password,least
3200,"Generate a password that follows the following criteria:

• Must contain at least 8 characters
• Must include upper and lowercase letters
• Must include a least one number
• Must include at least one special character",33132,password,8
525,"Create a password combining a random word, a special character and a number.",4965,password,random
1243,Generate a password of 8 characters that contains one uppercase letter and one number.,12233,password,8
2706,Generate a password that is at least 15 characters long and contains numbers and special characters.,27503,password,least
3193,"Given the username @Cleto55, generate a suitable password that contains 8 characters, at least one uppercase, one lowercase, one number, and one special symbol.",33112,password,8
828,Generate a random password using the following criteria:,8334,password,random
2224,Create a password with 8 characters which includes two numbers.,22090,password,8
2318,"Generate a unique password that includes uppercase and lowercase letters, at least one special character, and a minimum of ten characters.",23052,password,least
967,Write a code to generate a random password with 8 characters.,9561,password,random
3356,"Generate a password which is secure, easy to remember and has a minimum length of 8 characters.",35161,password,8
475,Generate a computer password with at least 8 characters.,4539,password,least
342,Create a password for email that includes 8 characters.,3198,password,8
945,"Create a password that contains at least 9 characters, including uppercase and lowercase letters, numbers, and special characters.",9285,password,least
2075,Generate a random password of length 8 that contains at least one number and one special character.,20729,password,random
2440,"Generate a random password with at least 8 characters, containing upper- and lowercase letters.",24404,password,8
2439,"Generate a random password with at least 8 characters, containing upper- and lowercase letters.",24404,password,least
3643,"Generate a password with more than 8 characters that includes an upper case letter, a lower case letter, a symbol and a number.",37962,password,8
4253,Build a random ten-digit password using numbers and special characters.,44634,password,random
476,Generate a computer password with at least 8 characters.,4539,password,8
2438,"Generate a random password with at least 8 characters, containing upper- and lowercase letters.",24404,password,random
968,Write a code to generate a random password with 8 characters.,9561,password,8
2263,"Generate a random password with length 8 and containing one capital letter, one number, and one special character.",22554,password,8
2262,"Generate a random password with length 8 and containing one capital letter, one number, and one special character.",22554,password,random
4484,"Generate a random password that meets the criteria of having upper case, lower case, and a number.",47226,password,random
2076,Generate a random password of length 8 that contains at least one number and one special character.,20729,password,least
3531,"Generate a random password with 8 characters, consisting of lower and upper-case letters and numbers.",36924,password,8
2077,Generate a random password of length 8 that contains at least one number and one special character.,20729,password,8
3530,"Generate a random password with 8 characters, consisting of lower and upper-case letters and numbers.",36924,password,random
4526,Generate a random password 6 characters long,47627,password,random
3697,"Create a password which contains at least 10 characters including an uppercase letter, lowercase letter, a number, and a special symbol.",38501,password,least
4686,Write a script to generate a random password that meets the following criteria.,49537,password,random
276,"Given a sentence, convert it into the present perfect tense",2556,perfect,present
4290,Rewrite the given sentence in present perfect tense.,44990,perfect,present
2391,Change the sentence to present perfect continuous.,23716,perfect,present
3755,Transform the input text into the present perfect tense.,39114,perfect,present
523,Change the following sentence from present perfect to past perfect tense.,4954,perfect,present
1034,Generate a sentence in the present perfect tense.,10159,perfect,present
2359,Complete the sentence with a verb in its present perfect form.,23341,perfect,present
942,Reword the following sentence so it uses the present perfect tense: “I wrote an article yesterday.”,9283,perfect,present
2588,"Rewrite the following sentence in the present perfect tense: ""She visited New York last year"".",26158,perfect,present
3639,"Given a sentence, output whether the phrase is in present perfect or simple past.",37867,perfect,present
3912,Rewrite this sentence using a combination of present simple and past perfect tenses,40762,perfect,present
3352,Generate an example sentence using the present perfect continuous tense.,35145,perfect,present
1182,Write the present perfect form of 'think'.,11573,perfect,present
3245,Identify which sentence is written in the present perfect tense,33698,perfect,present
4586,Tell me if the following sentence is in the present perfect or simple past tense.,48350,perfect,present
3605,Give an example of a sentence in the present perfect tense and explain the proper usage of the tense.,37651,perfect,present
3829,What is the rule for making the present perfect tense?,39995,perfect,present
490,Determine whether the sentence is in present perfect or past tense.,4682,perfect,present
3917,"Rewrite the following sentence to use the present perfect tense:

She wrote a letter yesterday.",40837,perfect,present
3058,Generate a sentence using the provided noun and verb in present perfect tense.,31450,perfect,present
4299,Rewrite this sentence using a present perfect tense.,45081,perfect,present
2326,"Change the following sentence into present perfect tense: ""He spoke at the conference.""",23115,perfect,present
3768,Change the following statement into the present perfect tense.,39270,perfect,present
4654,"Identify if the following sentence is present perfect or present simple. Output 1 for present perfect, and 0 for present simple.",49121,perfect,present
3357,Rewrite the following sentence using the present perfect tense: I liked eating ice cream.,35169,perfect,present
1787,Provide a persuasive argument for why animal testing should be banned.,17761,persuasive,argument
858,Generate a persuasive argument for using renewable sources of energy.,8596,persuasive,argument
3843,Generate a persuasive argument for a new school policy.,40160,persuasive,argument
1301,Write a persuasive argument for why people should read more.,12694,persuasive,argument
965,Generate a persuasive argument for banning plastic straws.,9552,persuasive,argument
997,Write a persuasive argument for one of the sides.,9910,persuasive,argument
3969,Create a persuasive argument on why schools should offer more computer science classes.,41559,persuasive,argument
3778,Generate a persuasive argument to convince someone to switch to paperless billing.,39379,persuasive,argument
1990,Write a persuasive argument to convince someone to visit Rome.,19970,persuasive,argument
3804,Make a persuasive argument to promote recycling.,39644,persuasive,argument
3604,Write a persuasive argument on why the given activity should be implemented.,37641,persuasive,argument
4746,Write a persuasive argument for blocking the use of facial recognition in public spaces.,50256,persuasive,argument
3035,"Based on the input text, write a persuasive argument supporting the idea that ""textbooks should be available for free"".",31270,persuasive,argument
1120,Write a persuasive argument for why students should take a break from their studies and get outside to explore nature on a regular basis.,10943,persuasive,argument
2766,Generate a persuasive argument for new initiatives in animal welfare legislation.,28071,persuasive,argument
1774,Construct a persuasive argument for a given issue.,17594,persuasive,argument
520,Generate a persuasive argument to convince someone to read a book,4917,persuasive,argument
1390,Construct a persuasive argument in favor of cutting taxes.,13567,persuasive,argument
2805,"Based on the extract given, explain the author's main argument and identify any persuasive techniques employed.",28584,persuasive,argument
1777,Generate a persuasive argument that college should be made free in the US.,17622,persuasive,argument
2267,Generate a persuasive argument in favor of legalizing marijuana.,22586,persuasive,argument
4401,Generate a persuasive argument for why fast food is healthy.,46305,persuasive,argument
260,Develop a persuasive argument for why it is important to vote.,2405,persuasive,argument
3854,Write a persuasive argument to convince someone that global warming is real.,40250,persuasive,argument
1778,Generate a persuasive argument to encourage people to reduce their carbon footprint.,17633,persuasive,argument
4424,Write a persuasive argument promoting the given product.,46628,persuasive,argument
2604,Construct a persuasive argument to convince someone why they should reduce their carbon footprint.,26301,persuasive,argument
3771,Write a persuasive argument against the use of plastic straws,39285,persuasive,argument
904,Develop a persuasive argument for why people should donate to a charity.,8991,persuasive,argument
4769,Write a persuasive argument for a specific course of action.,50587,persuasive,argument
656,Write a persuasive argument on why taking a break is beneficial for productivity.,6367,persuasive,argument
3736,Generate a persuasive argument to encourage young people to use public transportation more often,38956,persuasive,argument
3894,Create a persuasive argument in support of the following proposal.,40624,persuasive,argument
1324,Compose a persuasive argument to encourage someone to visit your hometown.,12940,persuasive,argument
3093,Create a persuasive argument which explains why our company should adopt a bi-annual meeting.,31902,persuasive,argument
1922,Construct a persuasive argument about why people should use renewable energy,19262,persuasive,argument
2740,Create a persuasive argument in favor of reading books.,27848,persuasive,argument
154,"Write a brief, persuasive argument in favor of implementing a universal basic income (UBI) policy.",1277,persuasive,argument
3478,Develop a persuasive argument to save the endangered species.,36360,persuasive,argument
1512,Write a persuasive argument,14894,persuasive,argument
2536,Write a persuasive argument in favor of a given cause.,25599,persuasive,argument
66,Construct a persuasive argument for why a business should invest in SEO.,668,persuasive,argument
1363,Generate a persuasive argument for why schools should require students to learn coding.,13223,persuasive,argument
2428,Construct a persuasive argument for the importance of biodiversity.,24243,persuasive,argument
4309,Generate the main points for a presentation about the impact of air pollution in cities.,45152,pollution,air
4640,Identify a ways to reduce air pollution in an urban area,48933,pollution,air
987,Propose solutions to reduce air pollution,9672,pollution,air
330,Suggest some ideas on how to reduce air pollution in Beijing.,3145,pollution,air
2700,Describe the effects of air pollution,27411,pollution,air
3074,Make a prediction about the impacts of increased air pollution on the global climate,31665,pollution,air
4449,Formulate a set of research questions for a study about the prevalence of air pollution in five major cities,46942,pollution,air
4079,Write a hypothesis why there is a relationship between air pollution and asthma.,42701,pollution,air
2618,Propose a plan to reduce air pollution in urban areas.,26516,pollution,air
1711,Name two types of air pollution and describe how each affects human health.,16960,pollution,air
1115,Name two methods to reduce air pollution,10828,pollution,air
1767,Compare and contrast the effects of climate change and air pollution,17543,pollution,air
3539,Identify the contributing factors of air pollution,37044,pollution,air
186,Identify the most important cause of air pollution in the cities.,1734,pollution,air
2605,What is one way to reduce air pollution in urban areas?,26303,pollution,air
4498,How could the government reduce air pollution from transport?,47357,pollution,air
1011,Select the correct word to fill in the blank: The air pollution in the city is getting ____.,10019,pollution,air
2249,Propose a strategy to reduce air pollution in a city.,22381,pollution,air
2692,Explain why air pollution is a global problem.,27285,pollution,air
4125,Compare and contrast the impacts of air pollution on both urban and rural places.,43127,pollution,air
4533,Write a 150-word essay on the effects of air pollution in cities.,47665,pollution,air
1870,Name five common sources of air pollution,18599,pollution,air
3107,List three ways to reduce air pollution,32038,pollution,air
4726,Explain the main cause of air pollution in the following city.,50075,pollution,air
4497,"Which of these two countries have higher population density, France or India?",47353,population,countries
2234,"Rank the following countries in order of population size from least to greatest.

India, China, USA, Nigeria",22263,population,countries
1974,Name the 5 largest countries by population,19768,population,countries
1087,Name 3 countries that have a higher population than India,10599,population,countries
4632,"From the given list of countries, select the countries with population less than 10 million.",48859,population,countries
233,Arrange the following countries in descending order of population size.,2134,population,countries
885,Sort a given list of countries in terms of population from least to greatest.,8886,population,countries
2204,Name three countries with a population of over 100 million,21792,population,countries
2289,Arrange the countries below in order of lowest population to highest population.,22818,population,countries
623,Rank the following countries by population size.,5985,population,countries
2801,Identify which countries have a population greater than 100 million.,28555,population,countries
3977,Sort these countries according to population size,41631,population,countries
883,Generate a list of five countries with a population over 10 million people,8872,population,countries
1185,"For the following input, provide data points to represent the human population of countries A and B.",11610,population,countries
2373,Name two countries with a population size larger than the United States.,23474,population,countries
3142,Place the following countries in order of population size (from highest to lowest).,32576,population,countries
3008,Collect information about the percentage of population who own a smartphone in three different countries,31021,population,countries
2085,Rank the following countries in terms of population size from largest to smallest.,20847,population,countries
3474,Create a table of the top 10 countries with the highest population density.,36318,population,countries
363,List three countries that have a population of more than 100 million people.,3489,population,countries
71,Order these countries based on their population size,688,population,countries
2273,Propose a data visualization to represent the population of countries globally,22669,population,countries
3565,Create a chart to represent the population of countries in Europe.,37280,population,countries
451,Name at least five countries that have a population of over 50 million.,4292,population,countries
1207,Name three European countries with a population below 10 million.,11779,population,countries
3173,Name ten countries with a population greater than 50 million.,32936,population,countries
4615,Arrange the following list of countries in ascending order according to their population size.,48617,population,countries
4577,Create a query for a database that finds all countries in the world with a population greater than 10 million.,48192,population,countries
2100,Create an outline for a blog post about sexual harassment in the workplace.,21061,post,blog
583,You need to write a catchy title for a blog post about the importance of taking breaks.,5623,post,importance
2743,Generate a list of 5 different topics to write a blog post about.,27867,post,blog
3544,Create a blog post to introduce customers to our new product.,37075,post,blog
1081,Write a blog post about abstract art.,10560,post,blog
3050,Create an example post for a given social media platform.,31377,post,media
2758,Create a social media post for a new movie,28014,post,media
576,"Generate a creative, on-brand headline for a blog post about how to save money on groceries.",5576,post,blog
1628,Write a blog post about the science and art of self-discovery.,16179,post,blog
4139,Pick the right content for a blog post about having a healthy home,43260,post,blog
4132,Write a blog post about the advantages and disadvantages of owning a pet,43194,post,blog
1374,How many paragraphs should a blog post typically have?,13325,post,blog
750,"Classify the social media post into one of the following categories: Politics, Technology, Sports, Arts, or Business",7249,post,media
4313,Generate a summarization of the following blog post,45201,post,blog
582,You need to write a catchy title for a blog post about the importance of taking breaks.,5623,post,blog
3952,Generate a blog post about the significance of self-care.,41431,post,blog
3950,Generate an objective title for this blog post,41422,post,blog
3957,Write a blog post summarizing why remote work is the future.,41462,post,blog
2764,Create a blog post on the importance of international volunteering.,28066,post,blog
1649,Generate a list of 20 interesting topic ideas for a blog post on parenting.,16394,post,blog
3545,Classify this as an article or a blog post,37086,post,blog
2765,Create a blog post on the importance of international volunteering.,28066,post,importance
752,Write a blog post on how to become a successful entrepreneur.,7327,post,blog
4846,Create a keyword search query that could be used to find a blog post about camping tips.,51529,post,blog
2737,Identify the main target audience for a blog post about machine learning.,27812,post,blog
960,Write a blog post about the benefits of using a virtual assistant,9513,post,blog
390,Make a Twitter post about the importance of mental health.,3773,post,importance
962,Create an outline for a blog post about machine learning.,9516,post,blog
3724,Outline a blog post on an AI-related topic.,38820,post,blog
2124,Create a fake social media post from a customer.,21237,post,media
2943,Write a blog post about marketing strategies to reach a target audience.,30294,post,blog
1439,Write a blog post discussing the importance of artificial intelligence in the field of medicine.,13953,post,blog
1033,Generate a suitable title for a blog post about tips and tricks for improving writing abilities.,10154,post,blog
3477,Categorize this article as either a blog post or an opinion essay.,36350,post,blog
4067,Write a blog post about climate change from the perspective of a scientist.,42612,post,blog
2189,"You are given one blog post, condense the post into a tweet.",21696,post,blog
4064,Write a blog post about what it means to be a global citizen.,42579,post,blog
2187,"Write a blog post titled ""Five Reasons You Should Invest in Stocks"".",21688,post,blog
2957,Create a blog post introducing the theme of the book.,30425,post,blog
4626,Create a website blog post about global warming.,48753,post,blog
4059,Write a blog post discussing the key ethical considerations of AI autonomous weapons.,42544,post,blog
26,Design a post for a social media account to promote the following product,162,post,media
2185,Generate a 500-word blog post summarizing the current status of artificial intelligence.,21634,post,blog
626,Draft a social media post that encourages people to conserve water.,6050,post,media
2859,Brainstorm potential blog post titles related to a given topic.,29205,post,blog
3428,Summarize the given blog post in a tweet-length statement.,35921,post,blog
2941,Create a blog post about the benefits of healthy eating.,30284,post,blog
4070,Create a style guide for a blog post on fashion.,42631,post,blog
1029,"Write a blog post titled ""Top 5 Tips for Stress Management""",10134,post,blog
3453,Generate three blog post titles related to the following topic.,36124,post,blog
4699,Generate a creative title for a blog post on healthy living.,49699,post,blog
2926,Generate two post titles for a blog about health and wellness.,30093,post,blog
4082,Write a blog post about how to save money on a vacation.,42743,post,blog
2210,Suggest 3 topics as examples to write a blog post,21827,post,blog
658,Create a blog post about how to talk to people you don't know.,6376,post,blog
1478,Create a social media post about the importance of a balanced diet.,14430,post,importance
2969,Summarize this blog post about artificial intelligence.,30655,post,blog
1479,Create a social media post about the importance of a balanced diet.,14430,post,media
660,Tell me the structure of a blog post,6381,post,blog
2896,Provide an example of a social media post that encourages readers to leave a review of a restaurant.,29614,post,media
665,Design a social media post to promote a new product.,6510,post,media
644,Generate a call to action for a blog post about the power of positive thinking.,6260,post,blog
1440,Write a blog post discussing the importance of artificial intelligence in the field of medicine.,13953,post,importance
2937,Create a blog post to discuss the current immigration laws in the United States,30245,post,blog
671,Write a blog post about improving mental health.,6554,post,blog
1481,Provide an outline for a blog post about the given topic,14497,post,blog
3492,Write a 500-word blog post about the value of art in education.,36517,post,blog
4336,Create a social media post that promotes the given product.,45508,post,media
1529,Generate a headline for a blog post about machine learning.,15091,post,blog
4853,Generate content ideas for a blog post on renewable energy.,51569,post,blog
1566,Pick a data set and create a short blog post about the data set,15591,post,blog
300,Write a blog post about the potential benefits of conversational AI technology.,2878,post,blog
